BJD_TDB,Flux,Err,Airmass,DX(pix),DY(pix),FWHM(pix),Peak(ADU)
2460844.908963,0.98798,0.00193,1.0184,0.67,2.61,11.18,8541
2460844.909056,0.98990,0.00193,1.0184,-0.37,-1.75,12.70,8054
2460844.909174,0.98892,0.00195,1.0183,-0.94,-2.92,14.49,4913
2460844.909255,0.98761,0.00195,1.0183,-2.02,2.15,14.15,5419
2460844.909336,0.98554,0.00194,1.0182,-1.57,-0.74,14.32,5691
2460844.909429,0.98752,0.00193,1.0182,0.41,-0.19,9.95,10536
2460844.909510,0.99227,0.00195,1.0182,0.80,-0.84,9.91,9952
2460844.909591,0.99215,0.00197,1.0181,-3.64,-2.69,11.74,7254
2460844.909672,0.99207,0.00194,1.0181,-1.24,-0.77,10.19,9359
2460844.909753,0.99075,0.00194,1.0180,0.39,3.19,11.28,8301
2460844.909838,0.98877,0.00193,1.0180,-0.95,-0.60,11.55,8217
2460844.909931,0.99021,0.00194,1.0180,-0.92,-1.77,12.55,7469
2460844.910012,0.98941,0.00192,1.0179,-2.20,-0.47,10.39,9799
2460844.910095,0.98660,0.00193,1.0179,-0.46,2.51,11.46,8888
2460844.910176,0.98859,0.00193,1.0179,-1.43,1.22,10.72,9013
2460844.910257,0.99140,0.00197,1.0178,1.10,-1.07,14.31,5606
2460844.910350,0.99226,0.00194,1.0178,-1.97,-2.57,10.16,10817
2460844.910443,0.98877,0.00194,1.0177,-3.56,0.37,10.90,7685
2460844.910536,0.98816,0.00195,1.0177,-0.44,1.33,12.17,6878
2460844.910617,0.98753,0.00194,1.0177,-0.62,-1.10,12.87,6365
2460844.910698,0.98890,0.00194,1.0176,-1.50,-1.79,12.20,7601
2460844.910779,0.99169,0.00195,1.0176,-1.71,-2.76,12.14,7130
2460844.910872,0.99184,0.00194,1.0176,0.10,0.72,12.98,6845
2460844.910953,0.99066,0.00193,1.0175,-1.86,2.47,12.84,7311
2460844.911034,0.99092,0.00193,1.0175,-3.93,-1.42,12.06,6559
2460844.911127,0.98909,0.00195,1.0175,-3.53,-2.27,14.49,6555
2460844.911208,0.98938,0.00192,1.0174,1.40,-3.19,10.91,9458
2460844.911289,0.98871,0.00193,1.0174,-1.86,-0.68,9.74,8989
2460844.911370,0.99240,0.00194,1.0174,-3.62,-0.03,12.03,7596
2460844.911463,0.99127,0.00193,1.0173,-1.32,1.47,10.78,8700
2460844.911544,0.98921,0.00194,1.0173,-0.53,0.38,10.31,8333
2460844.911625,0.98794,0.00194,1.0173,-0.72,-4.04,12.04,7571
2460844.911706,0.99016,0.00194,1.0172,0.02,-0.52,11.41,7083
2460844.911799,0.98437,0.00191,1.0172,-2.77,1.42,10.04,11067
2460844.911881,0.99109,0.00194,1.0172,-0.69,-0.52,12.10,6977
2460844.911964,0.98409,0.00194,1.0171,0.09,-1.27,11.71,7488
2460844.912045,0.98653,0.00194,1.0171,-2.42,-0.84,12.55,6384
2460844.912128,0.99174,0.00193,1.0171,-1.72,-0.85,10.41,9560
2460844.912221,0.98988,0.00192,1.0170,-1.46,1.60,9.09,9916
2460844.912303,0.98555,0.00193,1.0170,0.17,3.30,10.71,8308
2460844.912384,0.98767,0.00194,1.0170,-0.59,1.09,11.67,7287
2460844.912467,0.98913,0.00193,1.0169,0.82,0.78,10.78,9269
2460844.912548,0.98220,0.00192,1.0169,-3.26,-1.68,12.80,7160
2460844.912641,0.99081,0.00194,1.0169,-3.17,0.83,11.88,7836
2460844.912722,0.98829,0.00193,1.0168,0.22,-0.75,9.13,10927
2460844.912803,0.98953,0.00193,1.0168,1.36,-0.26,10.64,9496
2460844.912884,0.98261,0.00192,1.0168,-0.36,-0.16,10.25,9499
2460844.912982,0.98538,0.00193,1.0168,-2.72,1.07,10.63,9256
2460844.913064,0.99411,0.00194,1.0167,-1.09,1.91,12.09,8806
2460844.913145,0.98976,0.00193,1.0167,-1.44,-0.95,10.38,9547
2460844.913230,0.99182,0.00193,1.0167,-1.59,0.59,12.74,6402
2460844.913323,0.99104,0.00194,1.0166,0.65,-1.61,9.81,9542
2460844.913404,0.98942,0.00195,1.0166,0.46,0.02,11.44,7141
2460844.913485,0.98478,0.00192,1.0166,-2.46,0.15,9.84,9612
2460844.913567,0.98700,0.00193,1.0165,-3.47,0.16,12.71,6926
2460844.913659,0.98663,0.00192,1.0165,-1.39,0.32,9.80,11754
2460844.913740,0.98768,0.00193,1.0165,-2.48,-0.89,11.98,7662
2460844.913822,0.99064,0.00193,1.0165,-0.89,2.51,9.26,10671
2460844.913903,0.99066,0.00193,1.0164,-0.79,-0.58,10.78,8697
2460844.913996,0.99380,0.00194,1.0164,0.68,-0.76,10.54,8758
2460844.914077,0.99088,0.00193,1.0164,-0.29,-1.64,10.40,9482
2460844.914158,0.99042,0.00193,1.0163,-2.08,-0.62,9.84,9850
2460844.914251,0.99322,0.00194,1.0163,-2.12,1.94,10.49,8341
2460844.914332,0.99393,0.00194,1.0163,0.57,0.38,9.93,9463
2460844.914413,0.98866,0.00193,1.0163,2.35,1.20,11.71,9621
2460844.914587,0.98565,0.00192,1.0162,-3.38,-0.08,10.61,9206
2460844.914668,0.98414,0.00191,1.0162,-2.30,-0.51,9.11,12912
2460844.914749,0.98986,0.00193,1.0162,-0.59,-1.53,11.07,8665
2460844.914842,0.99047,0.00193,1.0161,-0.13,-0.88,9.91,11684
2460844.914926,0.98212,0.00192,1.0161,-0.80,-0.98,10.73,9443
2460844.915010,0.98476,0.00193,1.0161,-0.43,0.23,10.89,8686
2460844.915091,0.98794,0.00193,1.0160,-0.26,-0.03,10.17,9755
